Textbook,Page No.,text,link
Aerosols_and_Climate.pdf,396,"9.2 Conducting ambient measurements
Diffusion losses from Brownian diffusion toward the walls affects smaller particles the most (in
particular particles smaller than approximately 100 nm in mobility diameter). The loss is mitigated
by making lines shorter or increasing the flow rates. While increasing the bore of the line reduces
the surface-to-volume ratio, it also increases residence time for a given flow rate, so the effects cancel
out. However, wider lines do permit higher flow rates without a high pressure drop or inducing turbulence (see below). For measurements of nucleation in particular, lines are kept as short as possible. A
common configuration to help mitigate this is to have a large flow from the inlet through a wide-bore
tube, then to subsample the centerline of this flow (where losses are lower) before distributing air to the
instruments. Diffusion losses are enhanced by turbulence, so when smaller particles are of interest,
lines are generally operated with a laminar flow. This means operating at a low Reynolds number (less
than 2000) and keeping the inner surfaces of the line as smooth as possible, as even transient turbulence
can mix the aerosol and bring more particles into proximity of the inner surfaces. Diffusion is also
enhanced by thermophoresis, so unnecessary heating of the lines should be avoided. This also prevents
the loss of semivolatile components such as ammonium nitrate and certain organic components.
There are applications where a turbulent flow is preferred, as this can improve the transmission of
larger particles (Andrews et al., 2019). A plug flow profile is also desirable when making very fast
response measurements (e.g., eddy covariance), as this will reduce dispersion during the line transit
(Nemitz et al., 2008). In these situations, losses of smaller particles must be carefully characterized
and corrections applied as appropriate.
Electrostatic losses affect smaller particles more, but are hard to predict. These losses are normally
eliminated by ensuring inlets and lines are made of a grounded, conductive substance, usually stainless
steel. While copper is sometimes preferred as it is more ductile, it will corrode during prolonged use
(particularly at coastal sites), so is not suitable for permanent installations. In some installations, a
large-bore nonconductive polymer line is used for the major flow, but the centerline is subsampled
using a conductive material, as with diffusion loss minimization (Andrews et al., 2019). Conductive
flexible polymers, in particular carbon impregnated silicone, are also frequently used for lines and intermediate connections because of their convenience and versatility, but these may be undesirable for
some applications as they are known to emit volatile organic compounds that may perturb the measurement (Asbach et al., 2016; Timko et al., 2009).
Impaction losses mainly affect larger particles (over approximately 500 nm in aerodynamic diameter) and are caused by particles with high inertia leaving the gas streamlines as they change direction.
This can cause them to strike the internal surfaces, or leave the centerline of a laminar flow prior to a
subsample. These losses are mitigated by limiting the number of bends and splits in the line and where
bends are unavoidable, increasing the radius of curvature or reducing the flow velocity.
Gravitational settling occurs through heavier particles falling out of the air flow and again affects
larger particles. This is mitigated by increasing the flow rate, or having the line as an uninterrupted
vertical pipe.
The relative humidity of the air in the instrument can have a large effect on measured quantities
such as diameter. Some instruments (in particular those reporting size or total mass) are run at a low
humidity (typically RH <40%) to prevent hygroscopic growth, so the line air is often dried prior to
sampling (Gómez-Moreno et al., 2015; Tuch et al., 2009; Wiedensohler et al., 2012). Although it
may be desirable to size particles at ambient RH, active control of instrument RH is technically challenging and very high humidities can cause instruments to malfunction. It is therefore more common to
measure particles “dry” and refer to dedicated humidified instruments (Section 9.1.6) to predict their",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,398,"9.2 Conducting ambient measurements
flight direction
air outlet
air sampler and
carbon monoxid inlet
aerosol and ozone inlet
The CARIBIC aircraft inlet system, incorporating sampling lines for aerosol and ozone inside a diffuser, as used for
measurement aboard commercial aircraft.
Reproduced from Hermann et al. (2001) with permission. # 2001 American Meteorological Society.
Inlets present a particular issue for aircraft measurements. Small instruments can be mounted in
outboard pods (e.g., under the wings), but most will have to be inside the fuselage. This means that
lines must protrude out of the aircraft, with the inlet located at or as near the front as possible to minimize perturbations. The inlet itself must also be able to slow down the air (relative to the aircraft) while
not incurring significant losses. Solutions vary according to airframe, but a common method is to use a
diffuser cone (Fig. 9.6), which should ideally sample the air isokinetically and isoaxially, then subsequently expand it to slow it down (Hegg et al., 2005; Hermann et al., 2001). While these inlets generally
perform well for particles smaller than around 500 nm, they may concentrate particles of larger aerodynamic diameters (Huebert et al., 2004). The act of slowing will also increase the pressure, thus increasing the temperature and reducing the humidity (ram heating). Another issue is that at high
velocity, larger particles (in particular ones made of ice) striking the solid inlet may shatter and/or chip
off material from the inlet itself, which would lead to erroneous data (Murphy et al., 2004). For these
reasons, aircraft inlets must be very carefully characterized in a variety of conditions appropriate to the
application.
Unmanned aerial vehicles (UAVs) and airships are also used for aerosol in situ measurements.
Airships are highly desirable because of their low speed (Rosati et al., 2016), although some air speed
must be maintained to prevent interference from any sources on the airship. Helicopters can deploy
instruments on a suspended package (D€
using et al., 2018). Advances in miniaturization have allowed",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,399,"Chapter 9 Measurements of ambient aerosol properties
UAVs to be equipped with aerosol instruments (Bates et al., 2013), although space, weight, and power
requirements mean that the quality and range of data produced are inferior to what larger aircraft are
capable of. Smaller instruments have also been attached to tethered balloons (Renard et al., 2018), and
low-cost sensors can now be used on disposable balloon- or drop-sondes (Smith et al., 2019).
9.3 Data from in situ measurements
Data must be processed, quality assured, archived, and made available. In the case of long-term measurements, defined processes are normally in place for this, but “intensive” measurements are often
done in a more ad-hoc manner. However, it is increasingly a condition of receiving public funding
for research that data are made available that adhere to the Findable, Accessible, Interoperable and
Reusable (FAIR) principles (Wilkinson et al., 2016).
9.3.1 Processing, file formats, and metadata
All in situ data must undergo a certain level of processing before usable data products can be submitted
to a database. This can include the removal of invalid data (due to technical failure, calibrations, and
maintenance), inversion of raw data (including corrections where necessary), and application of calibrations. The data should then go through a process of quality assurance, which can entail the application of statistical tests, comparison against external data sources, and manual inspection of the
ambient and diagnostic data to ensure, as far as possible, that the data are valid. Suspected “bad” data
(e.g., below detection limit) are normally “flagged” as such rather than removed, unless there is clear
evidence it is erroneous (e.g., equipment failure). Quality assured data are then assigned a unique identifier with version number so that if it is subsequently modified, there will not be conflicting versions of
the data in existence.
Data product levels are often assigned to indicate the amount of data processing that has occurred.
For instance, level 1 data may refer to the instrument’s native time base and units (Section 9.1.1),
whereas level 2 may have it mapped onto a prescribed grid and with specified units (e.g., standard volumetric concentrations; STP). Some databases may also permit the sharing of level 0 or provisional
data, which is the preliminary data (often produced automatically) that has not undergone full quality
assurance. The exact protocol and the quality assurance process will be specific to the instrument and
database in question and can originate from the instrument manufacturer, the data provider and/or the
database managers; however this information should be stored alongside the dataset or referred to in a
publicly accessible document.
File formats vary enormously, but there are some standards. Files are typically shared in simple
ASCII formats such as comma-separated variable (CSV) and NASA Ames files, which are more easily
handled by different systems and analysis tools. While easy to work with in small numbers, these file
formats quickly become cumbersome when large numbers of files are produced by different organizations with different conventions and is very inefficient for large amounts of data. The latest hierarchical data format (HDF5) provides an open specification and set of tools for storing and transferring
large (primarily scientific) datasets. Its data structure allows for multiple, nested, and optionally multidimensional variables or different types within a file. Specific variables, and chunks of variables, can
be accessed directly allowing extremely quick reading of subsets of data.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,401,"Chapter 9 Measurements of ambient aerosol properties
9.3.2.1 GAW World Data Centre for Aerosols
The World Meteorological Office (WMO) Global Atmosphere Watch (GAW) programme was set up
to monitor and distribute data pertaining to long-term changes to the atmosphere and wider Earth system (WMO, 2014), which includes an aerosol component. GAW consists of a network of global sites
from which data are contributed voluntarily according to agreed specifications and protocols. The sites
are generally in remote locations, to best characterize the background atmosphere in a given geographical location. The aerosol database is hosted by the Norwegian Institute for Air Research (NILU) EBAS
facility at  and  which also contains links to associated
documentation and reports.
9.3.2.2 NOAA ESRL Federated Aerosol Network
The US National Oceanic and Atmospheric Administration (NOAA) has a monitoring programme as
part of its Earth Systems Research Laboratory (ESRL) Global Monitoring Division. This consists of
sites within the USA but also has facilitated the harmonized setting up and collection of climaterelevant aerosol data in partner countries as part of the wider Federated Aerosol Network (Andrews
et al., 2019). The methodologies and protocols are aligned and contribute to GAW (see above) and
data available also available on EBAS. In addition, the data for the NOAA-owned sites is also hosted
at 
The US Environmental Protection Agency established the Interagency Monitoring of Protected Visual
Environments (IMPROVE) network in 1985 to monitor haze and visibility within the national parks.
This included measurements of aerosol composition (see  and
 with a large expansion in data collection around 2000 with
this and the associated Chemical Speciation Network (CSN) (Solomon et al., 2014). IMPROVE is
one of the longest-running networks and, because the sites are located in rural environments and feature
optical property and composition data, the data are generally more relevant to climate studies than data
from urban air quality monitoring sites. Data can again be obtained at EBAS.
The Co-operative Programme for Monitoring and Evaluation of the Long-range Transmission of Air
Pollutants in Europe (EMEP) was formed in response to the Convention on Long-range Transboundary
Air Pollution (LRTAP), signed in 1979. While the initial focus was on acid deposition and eutrophication within Europe, it was extended to other long-range pollutants, including aerosol. As with IMPROVE, the monitoring sites are generally rural and remote sites. The data are archived at EBAS.
Aerosol, Clouds, and Trace Gases Research Infrastructure (ACTRIS) is a European Union initiative
that built on previous activities such as European Integrated Project on Aerosol Cloud Climate and
Air Quality Interactions (EUCAARI) and European Supersites for Atmospheric Aerosol Research
(EUSAAR). This comprises not only a network of surface monitoring sites, standardization protocols
and an integrated database, but also calibration facilities ( The data is archived
by EBAS (",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,402,"9.4 Modeling
In-service Aircraft for a Global Observing System (IAGOS) is a European Research Infrastructure for
global observations of atmospheric composition, which involves instrumenting commercial long-haul
aircraft for the purposes of collecting an extensive and long-term dataset, building on the previous
MOZAIC and CARIBIC projects (Petzold et al., 2015). There are two components: IAGOS-CORE,
where a relatively small package is permanently installed on a number of aircraft, and
IAGOS-CARIBIC, where a larger payload inside a cargo container is used periodically by a specific
aircraft. The dataset is far more extensive than those collected by campaigns on dedicated scientific
aircraft, albeit limited to the flight routes of the fleet. The data are of particular use in studies of
the upper troposphere/lower stratosphere and it also generates deep profiles during ascent and descent
phases (e.g., Martinsson et al., 2019). Data are available at 
The Global Aerosol Synthesis and Science Project (GASSP) was a UK-based project designed to utilize
intensive aerosol properties for the purpose of constraining climate models (Reddington et al., 2017).
Particular attention was paid to assembling surface and airborne data from various discrete measurement campaigns around the world that while potentially available on individual databases or through
direct communication with the investigators, were not subject to the same level of standardization as
the long-term datasets. This involved collecting the data and assigning a unified metadata scheme such
that the data could be queried in a consistent manner. This includes the time-dependent location data for
the aircraft and ship observations.
9.4 Modeling
The measurements described here are highly valuable for evaluating and improving the representation
of aerosol in models (Chapter 6). These in situ measurements provide directly comparable quantities
that do not rely on the assumptions required when using remotely sensing observations. In contrast to
satellite-based remote sensing observations however, in situ observations are necessarily very sparse in
space and time, which complicates model-observations comparisons.
9.4.1 Sources of error when comparing models and measurements
Data sparsity stems from both the extremely small (1 m) scale of the measurements which are many
orders of magnitude smaller than climate-scale processes, and the scarcity of the measurements themselves, which often require dedicated field campaigns. In this section we will discuss the effect of each
of these on model comparisons, which can lead to errors as large as 100% which easily swamp observational uncertainties, before addressing the practical steps which can be taken to best mitigate them.
9.4.1.1 Sub-grid-scale variability
There is a fundamental mismatch in the spatial scales at which the measurements described in this section are made (1 m) and the scales that aerosol models attempt to represent (1–100 km). Further,
while many aerosol models are run with a short time-step (minutes) the relevant fields are usually
only output averaged over days or even weeks, while measurements are often made much more",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,403,"Chapter 9 Measurements of ambient aerosol properties
Autocorrelation (r) of 499 nm aerosol optical depth (solid curves) and Ångstr€om exponent (Å, dashed) in the
Alaska (blue) and Canada (red) phases. Data points at 0.44 km are for the consecutive pairs. Other data points
are for data pairs each of which has a gap of the stated distance 0.2 km. Vertical bars indicate a measure of
sampling error. Some of them are too short to be discernible. The bars for Angstrom exponent are intentionally
shifted to the right for clarity.
Reproduced from Shinozuka and Redemann (2011).
frequently (seconds to minutes). Airborne observations made during the Arctic Research of the Composition of the Troposphere from Aircraft and Satellites (ARCTAS) experiment sampled both highly
heterogeneous aerosol conditions heavily influenced by local fire emissions and homogenous air
masses reflecting the large-scale background, allowing estimates of the spatial length-scales of aerosol
variability under different conditions (Shinozuka and Redemann, 2011). They found that under the influence of local emission sources the aerosol optical depth can vary significantly over scales of more
than 1 km, and away from such sources it varies significantly over scales larger than around 30 km
(Fig. 9.8). This is much larger than the scales of observations and much smaller than typically used
in GCMs, leading to potential biases when comparing with in situ observations that can remain even
after averaging. The assumptions used in many GCMs about the smoothness of the underlying fields at
grid-box scales can also lead to large biases in the model average (Weigum et al., 2016), but these are
distinct from the biases discussed here.
To quantitatively estimate these biases a “perfect” model experiment can be designed whereby a
high-resolution model is coarse-grained (spatially degraded) in order to estimate the effect of spatial
averaging. Recent work using a 10 km horizontal resolution model and comparing with 200 km spatial averages of the same underlying data has shown biases of 30%–160% in aerosol optical depth and
particle concentrations (Schutgens et al., 2016a). Given the relatively coarse 10 km model resolution
used, this is likely to be a low estimate of the bias, particularly near sources. They show that long-term
temporal averaging can reduce these biases to some extent but not alleviate them entirely.
As part of their evaluation of the representation of particle size distributions in a GCM using aircraft
observations, Watson-Parris et al. (2019) performed a perfect model experiment to investigate the effect of using different model temporal resolutions (Fig. 9.9). By comparing the model output interpolated to the flight locations in space and time from the shortest timescales resolved by the model
(7.5 min timestep) to 3-hourly, daily, and monthly averaged output they found that comparing observations of CCN (at 1% supersaturation) with monthly averages can reduce the correlation to <0.7 and
introduce biases of 15% or more. Moreover, this bias can be of different signs in different regions.
Schutgens et al. (2016b) have shown similarly large biases in comparing with monthly averaged fields.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,404,"9.4 Modeling
North America at 1 % SS
SE Pacific at 1 % SS
Taylor diagram showing the root mean square (rms) error and reduction in correlation and variability introduced
by comparing instantaneous ECHAM-HAM model output (using a flight track simulator) with interpolations from
different temporal aggregations of the same model data. All datasets are linearly interpolated from the same
underlying 4-D model field (CCN at 1% supersaturation) and compared with an online interpolation. (a) Data over
North America. (b) Data over the south-east Pacific.
From Watson-Parris et al. (2019).
Different aerosol particle properties have different temporal auto-correlation lengths and so will
produce difference biases at a given model resolution. These biases are also heterogeneous and depend
strongly on the proximity of local sources and sinks.
9.4.1.2 Measurement data sparsity in space and time
Given the sparsity of in situ aerosol measurements, an important question is how representative they are
of the wider atmosphere and hence over what scales can they be usefully averaged and compared with
their modeled counterparts. The degree of representativity of an aerosol measurement depends on the
strength of local sources and sinks, the meteorology, and topology. Another perfect model experiment
(Schutgens et al., 2017) estimated the representativity of black carbon surface concentration measurements over Europe (Fig. 9.10). The representation errors were found to be as large as 50%, much
larger than the measurement uncertainty. As above, local emissions and topography were large contributors to this source of error, and are very hard to correct for.
Other biases can occur due to specific sampling requirements of the instrument. For example, aerosol optical depth measured using sun photometers as used in the AERONET network require daylight
and clear skies. Due to covariation between clouds and aerosol, this sampling requirement can lead to a",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,405,"Chapter 9 Measurements of ambient aerosol properties
Representativity of aerosol optical depth and black carbon surface concentration. The locations of ACTRIS
measurement sites are marked.
From Schutgens et al. (2017).
biased estimate of the average aerosol optical depth at a site when compared to a model which is able to
average over all conditions.
By carefully choosing the locations of the measurement sites and clearly documenting their characteristics, including any nearby sources, modelers can at least make an informed decision as to their
utility for evaluation. Large observation networks (AERONET, ACTRIS) and databases (GASSP) help",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,407,"Chapter 9 Measurements of ambient aerosol properties
Monthly ensembles for the years 2011–15 of the CCN number concentration for supersaturation 0.2% (CCN0.2).
The CCN0.2 obtained from observational data is shown with symbols. The continuous bold blue and red lines
show the monthly median and mean of all models, respectively. The shaded area shows 25% and 75%
of the model results, while the green dashed lines show the minimum and maximum values of all models.
From Fanourgakis et al. (2019).
Interestingly, the models showed a lower variability in their representation of droplet number concentration, Nd, compared to CCN number concentration, which was attributed to the sublinear relationship between CCN and Nd and the negative correlations between the sensitivity of Nd to CCN and to
updraft velocity. Although there was good agreement on the Nd between the models, there were larger
disagreements in the sensitivities, with important consequences for ACI forcing estimates.
9.4.2.2 Aerosol mass spectrometer constraint on the global secondary organic aerosol
budget (Spracklen et al., 2011)
The budget of Secondary Organic Aerosols (SOA) is still very uncertain, with a large range of estimates
of global sources and a reliance on simplistic representations in many aerosol models. This study used a
large collection of in situ AMS measurements (Section 9.1.3.5) to evaluate the GLOMAP global chemical transport model. The authors explored the various contributions to SOA from biogenic (monoterpenes and isoprene), anthropogenic, and biomass burning volatile organic compounds by altering their
respective emissions in the model and looking for the best match with observations (Fig. 9.12). They",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,408,"9.4 Modeling
Normalized mean error (NME, %) between SOA simulated by a linear version of the global model and oxidized
organic aerosol observed by the AMS as a function of (a) and (c) biogenic (isoprene and monoterpene) and
anthropogenically controlled SOA (biomass burning SOA fixed at 36 Tg year1 SOA); (b) and (d) biomass burning
and anthropogenic controlled SOA (biogenic SOA fixed at 13 Tg year1 SOA). In panels (c) and (d) AMS
observations have been weighted to remove bias in the observational dataset.
From Spracklen et al. (2011).
found that by including a large source of emissions matching anthropogenic sources gave the lowest
normalized mean error, although they also showed these are unlikely to be due to fossil fuel sources.
They propose a large additional anthropogenic source of SOA, with corresponding consequences for
the aerosol radiative forcing.
9.4.2.3 In situ constraints on the vertical distribution of global aerosol
(Watson-Parris et al., 2019)
This study evaluated the importance of different aerosol processes in controlling the vertical particle
size distribution with careful sampling and a large collection of aircraft data from the GASSP database.
(Fig. 9.13). It demonstrated that the global aerosol–climate model ECHAM-HAM underestimates
accumulation-mode particles (and consequently the potential CCN number concentration) in the upper
troposphere, especially in remote regions. The authors performed sensitivity experiments by scaling the",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,409,"Chapter 9 Measurements of ambient aerosol properties
The vertical profile of fractional bias in aerosol number modeled by ECHAM-HAM at different size cut-offs for a
selection of in situ measurements in the (a) northern extratropics; (b) the tropics; (c) the southern
extra-tropics.
From Watson-Parris et al. (2019).
microphysical processes expected to control this bias and show that they are predominantly related to
aerosol particle aging and removal rather than emissions. In particular, the wet removal was shown to
be over-efficient in the model, particularly in the southern extra-tropics. A potential reason for this
over-efficiency is the assumption that aerosol mixes instantaneously across a grid box (Gryspeerdt
et al., 2014). This assumption is common to many GCMs and could have consequences for estimates
of aerosol-cloud-precipitation sensitivities and feedbacks.
9.4.2.4 The vertical profile of organic aerosol (Heald et al., 2011)
This study evaluated the representation of organic aerosol in a widely used aerosol model but with a
focus on the vertical distribution as measured by a large number of aircraft campaigns (Fig. 9.14). Similarly to Spracklen et al. (2011), they found that applying a large increase in anthropogenic SOA emissions was required in order to best match to observations near source. With the benefit of aircraft
measurements, however, they also found that this increase leads to an overestimate aloft and in remote
regions, suggesting either additional sinks of organic aerosol, or higher volatility at colder temperatures. They rule out wet removal biases in their model and instead decrease the enthalpy of vaporization
to improve their match with observations.
Each of these studies demonstrates the value of in situ observations for evaluating and improving
the representation of aerosol and aerosol particle processes in models, but also the difficulty in attributing biases to one particular process. Ultimately these observations should be combined with remote
sensing datasets for robust model evaluation.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,410,"Altitude [km]
Altitude [km]
DABEX/DODO
Altitude [km]
ARCTAS (summer)
OA (µg/sm3)
OA (µg/sm3)
OA (µg/sm3)
ARCTAS (spring)
Altitude [km]
Obs (Mean)
Obs (Median)
Obs (Mean, no BB)
GEOS-Chem (POAo)
GEOS-Chem (POAi)
GEOS-Chem (SOA)
OA (µg/sm3)
Mean vertical profile of organic aerosol for 17 field campaigns (color, solid) with the mean GEOS-Chem simulation
shown in gray. Model contributions from hydrophobic primary organic aerosol (POA, dark gray), hydrophilic POA
(medium gray) and SOA (light gray) are shown. The model simulation here includes an additional source of
anthropogenic SOA (ASOA) of 100 Tg year1 estimated by scaling simulated ASOA by a factor of 30. Median
observed values at each altitude are shown as dotted lines. Mean observed values with biomass burning plumes
removed (see text) are shown as thin colored lines. The standard deviation of the binned observations at each 0.5 km
interval is also shown. The model simulation is sampled for the dates and locations of each aircraft campaign.
From Heald et al., 2011.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,397,"Chapter 9 Measurements of ambient aerosol properties
behavior in the ambient atmosphere. Drying also becomes a general necessity when running in environments where the cabin temperature is lower than the ambient dew point (e.g., tropical) and liquid
water risks condensing in the line. Dry particle properties are also desirable for comparing with model
data because these properties are directly simulated, and the humidity in the model may not be consistent with the humidity in the sampled environment, which would introduce an inconsistency in the
comparison.
Drying is sometimes achieved through heating the line, but this potentially creates losses through
semivolatile evaporation and thermophoresis. A desiccant such as silica gel separated from the flow by
a mesh screen can be used; however this enhances diffusion losses and the desiccant must be changed
regularly. The generally preferred method used in monitoring is to flow the sample past a suitable
water-permeable membrane with a dry counterflow or vacuum on the outer side.
Flow splits and subsamples are sometimes necessary when distributing a sampled flow between
multiple instruments. However, these may also introduce losses and biases, for example, if larger particles impact on a bend or one instrument preferentially draws air from the centerline, where diffusion
losses are lower. Where necessary, these features should be properly designed and characterized.
9.2.3 Measurement platforms
Ground-based measurements mostly comprise automated measurement sites for air quality monitoring purposes and therefore principally in urban environments, although remote and rural sites are also
established for air quality, chemical transport and climate monitoring. Ground sites are often the subject of intensive measurement periods, which, while only producing data on a short period of time,
tends to be very detailed in scope, with a large number of complementary measurements (e.g.,
Bohnenstengel et al., 2015).
Marine measurements have been made extensively on research cruises (e.g., Baker et al., 2017;
Bates et al., 2008). Additional consideration must be given to eliminate interference from the ship itself, through impaction of ambient particles with the ship’s superstructure or sources such as the engine
and galley. It is generally desirable to place aerosol inlets as close to the bow as possible but to minimize line length, it may be necessary to house the instruments on or below the foredeck (e.g., inside
shipping containers). Alternatively, inlets and instruments can be placed above the wheelhouse. Even
with these precautions, it is usually desirable to filter the data for ship influences, for example, in a
tailwind or when turning. In addition to ships, measurements can also be made on buoys (Norris
Airborne measurements have been made extensively over many parts of the world as part of research campaigns as well as routinely on board a small number of commercial aircraft. The reader is
directed to Wendisch and Brenguier (2013) for more detail. Worldwide, many tens of fixed-wing,
piloted aircraft have been modified to carry aerosol and cloud instruments and make measurements
from near the surface to the lower stratosphere. Because of the motion of the aircraft, fast, online measurements are the most desirable. The spatial resolution itself is limited by the speed of the aircraft, with
slower speeds resulting in better resolution. However, the slower aircraft tend to have smaller payloads
and are limited to lower altitudes. Aircraft measurements are usually performed during discrete campaigns (e.g., Fehsenfeld et al., 2006), although longer-term data can be obtained on in-service commercial aircraft (Section 9.3.2).",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,400,"9.3 Data from in situ measurements
The network Common Data Form (NetCDF) file builds on this structure and imposes common
structures and metadata conventions to allow easy portability and shareability. The NetCDF format
is also self-describing, containing information about the data it contains—so-called metadata. This
metadata also follows certain conventions so that the wide variety of open-source tools available to
work with it can interpret, for example, certain values as representing missing, or fill, values.
Climate and Forecast (CF) metadata provide a comprehensive set of metadata conventions specifically for climate- and weather-related phenomena. These specify specific coordinate names for common
variables such as latitude and longitude and a protected “standard name” attribute to uniquely identify properties such as relative humidity. They also enforce strict rules about the inclusion and formatting of units for
each variable. These conventions allow datasets to be widely shared and used without ambiguity.
9.3.2 Aerosol databases
Outside of routine monitoring, in situ measurements of aerosol are often performed on a campaignbasis
and therefore produce a discrete dataset rather than one that is continuously added to. While these are
often archived in general purpose databases, their nature means that assimilation for the purposes of a
more general measurement-modeling comparing exercise can be challenging.
A large number of systematic databases of in situ aerosol measurements exist, although most are
designed around air quality measurements. Listed here are several climate-relevant aerosol databases
providing rural and remote measurements. While this is not intended to be exhaustive, it does give some
of the higher profile and comprehensive in situ aerosol databases. Trends in aerosol properties from
some of these networks are described in Chapter 7. An example of the global distribution of data from
one database is shown in Fig. 9.7.
Global distribution of aerosol in situ measurements contained in the GASSP database as measured from
(a) aircraft, (b) ground and (c) ship platforms. The CARIBIC campaign is shown in blue in (a) to highlight the large
contribution to the spatial coverage, all other campaigns are shown in orange. See Reddington et al. (2017).",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,406,"9.4 Modeling
BOX 9.2 Practicalities of collocation and averaging
As described in Section 9.4.1 large errors can occur when comparing large-scale models against in situ measurements. These
broad classes of error can be minimized by following the same practice:
(1) Average the observations to remove the small-scale variability which the model cannot represent. This depends on the
spatial scale of the model being compared and the rate at which the measurements can sample that spatial scale. For
aircraft observations where the platform is moving at 100 m s1 comparing with a 100 km global model grid box would
suggest a roughly 2-min average. For a ground station longer averages might be appropriate.
(2) Filter the observations for sampling biases due to, for example, plume chasing, near-by emissions sources, or other
operational constraints.
(3) Use a tool such as the Community Intercomparison Suite (CIS; Watson-Parris et al., 2016) to linearly interpolate high
temporal resolution (daily or better) model output on to the locations of the observations.
(4) Average the resulting colocated model and observational values for as long as possible over as large regions as are
representative of the processes under investigation to remove as much remaining noise as possible.
These steps lead to comparisons which, as closely as possible, represent true model-observation differences.
alleviate this problem by providing more statistically robust sampling and consistent metadata information on the representativity of the measurements. A brief guide for how best to minimize these
sources of error is provided in Box. 9.2.
9.4.2 Case studies
In order to demonstrate the value of in situ measurements in identifying and understanding aerosol model
biases we briefly summarize four studies utilizing surface CCN number concentrations and composition
measurements as well as airborne particle number size distribution and compositional data.
9.4.2.1 Evaluation of global simulations of CCN and implications for cloud droplet
formation (Fanourgakis et al. 2019)
This comprehensive study of the particle size and sources of bias in surface CCN number concentration, and its effect on droplet number concentration (Nd) biases, used both a multimodel ensemble
(MME) to investigate intermodel differences and a perturbed parameter ensemble (PPE) to investigate
potential causes of bias in a single model (Fig. 9.11). The model diagnostics were designed to allow
accurate comparison with a large network of ground station measurements, primarily the Aerosols,
Clouds, and Trace gases Research InfraStructure (ACTRIS) network (Section 9.3.2), by outputting
model values at each station location at high temporal resolution.
As with many such evaluations they found a large spread in model estimates of CCN as compared to
the observations and found that no single model performs better against all observations, but there was
a consistent underestimation by the models. Detailed comparisons with the PPE were able to determine
the major sources of uncertainty in the modeled CCN number concentration (in the HadGEM3-UKCA
model at least) in the summer to be biogenic secondary organic aerosol formation and the hygroscopicity of the organic material, whereas dry deposition and cloud processing tend to dominate in
the winter.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
